product_name,category,quantity,price,region
Speaker,Electronics,4,710,East
Headphones,Electronics,1,443,South
Laptop,Electronics,3,1113,South
Shirt,Fashion,2,1130,West
Camera,Fashion,1,892,North
Tablet,Electronics,3,107,East
Headphones,Electronics,5,1082,West
Shoes,Electronics,2,912,East
Shoes,Fashion,4,1040,North
Speaker,Fashion,4,1195,West
Jeans,Electronics,1,466,South
Watch,Fashion,2,1129,East
Camera,Electronics,2,1365,West
Headphones,Electronics,4,675,South
Headphones,Electronics,4,1961,South
Shirt,Electronics,3,1571,West
Camera,Fashion,5,1956,North
Shirt,Electronics,2,1391,South
Watch,Electronics,1,1455,East
Headphones,Electronics,4,1024,North
Watch,Electronics,2,1607,East
Laptop,Electronics,1,1539,South
Jeans,Fashion,5,1607,East
Phone,Fashion,2,893,South
Shirt,Fashion,2,1097,North
Phone,Fashion,4,1455,South
Headphones,Fashion,4,544,South
Camera,Fashion,5,1533,West
Jeans,Electronics,4,1576,North
Laptop,Electronics,3,1028,West
Watch,Fashion,1,1852,North
Shoes,Electronics,3,1935,North
Tablet,Electronics,3,1576,West
Camera,Electronics,5,715,West
Jeans,Electronics,2,380,North
Headphones,Fashion,4,1082,South
Phone,Fashion,1,1509,East
Phone,Electronics,1,755,South
Tablet,Electronics,2,1003,West
Watch,Electronics,3,1812,South
Jeans,Electronics,2,1117,West
Headphones,Fashion,3,171,West
Laptop,Fashion,2,609,West
Jeans,Fashion,1,812,West
Tablet,Fashion,2,860,North
Headphones,Fashion,1,473,West
Headphones,Electronics,5,1267,East
Shirt,Electronics,2,712,South
Laptop,Fashion,5,1025,East
Watch,Electronics,4,841,North
Phone,Fashion,1,1553,West
Camera,Fashion,5,687,West
Jeans,Fashion,4,1909,North
Shoes,Fashion,4,777,South
Laptop,Electronics,4,1201,North
Laptop,Electronics,5,386,South
Jeans,Electronics,3,152,South
Speaker,Electronics,5,846,West
Headphones,Fashion,5,1653,South
Camera,Fashion,1,141,East
Watch,Fashion,3,1709,South
Camera,Fashion,4,1136,East
Camera,Electronics,5,735,East
Laptop,Fashion,1,994,South
Jeans,Electronics,2,1502,South
Phone,Electronics,2,274,North
Shoes,Fashion,1,1741,West
Laptop,Electronics,2,611,East
Shoes,Fashion,3,473,West
Camera,Fashion,5,309,West
Speaker,Fashion,2,625,West
Laptop,Electronics,2,682,South
Laptop,Electronics,1,141,East
Tablet,Electronics,4,1801,West
Shirt,Electronics,3,1628,West
Laptop,Fashion,5,1151,North
Shoes,Fashion,5,1516,West
Speaker,Electronics,3,120,South
Watch,Fashion,5,172,West
Headphones,Fashion,4,1152,North
Headphones,Fashion,4,1914,East
Headphones,Fashion,5,932,West
Watch,Fashion,4,1779,East
Shirt,Fashion,2,383,South
Headphones,Fashion,2,1921,South
Camera,Electronics,1,1440,West
Shirt,Fashion,4,1965,South
Headphones,Fashion,2,319,South
Phone,Fashion,4,1800,South
Jeans,Fashion,5,909,South
Laptop,Fashion,4,1589,South
Speaker,Electronics,3,569,North
Jeans,Fashion,2,1083,North
Camera,Electronics,2,208,North
Speaker,Fashion,2,1472,North
Laptop,Fashion,4,1376,North
Watch,Fashion,4,1496,South
Phone,Electronics,1,149,North
Watch,Fashion,4,1195,North
Laptop,Electronics,3,1180,South
Headphones,Electronics,3,1208,East
Shirt,Electronics,3,999,East
Headphones,Electronics,3,1714,West
Jeans,Fashion,5,1730,South
Headphones,Electronics,5,1482,West
Laptop,Electronics,1,222,East
Phone,Fashion,4,1512,West
Camera,Fashion,4,1907,South
Shirt,Fashion,2,634,South
Tablet,Fashion,2,989,West
Speaker,Electronics,4,1653,North
Shoes,Electronics,4,235,East
Tablet,Electronics,1,490,South
Phone,Fashion,3,1364,North
Tablet,Fashion,2,1244,East
Shoes,Electronics,1,349,North
Tablet,Electronics,3,464,West
Phone,Fashion,5,1590,South
Headphones,Electronics,4,920,North
Headphones,Electronics,3,1102,West
Laptop,Fashion,1,1074,North
Shoes,Fashion,4,1179,South
Shirt,Electronics,3,1054,East
Shoes,Fashion,2,1636,South
Phone,Electronics,4,1712,North
Phone,Fashion,5,397,West
Phone,Fashion,4,559,West
Shoes,Electronics,2,906,South
Jeans,Electronics,5,1508,East
Headphones,Electronics,3,1046,South
Jeans,Fashion,2,1917,North
Speaker,Fashion,1,418,West
Camera,Fashion,2,1892,South
Jeans,Fashion,4,1418,North
Phone,Electronics,5,1046,South
Phone,Electronics,2,1814,South
Camera,Electronics,5,1863,West
Speaker,Electronics,3,378,South
Shirt,Fashion,2,1128,North
Jeans,Fashion,4,1160,South
Shoes,Electronics,3,478,North
Shirt,Electronics,4,1158,West
Jeans,Electronics,1,1731,West
Camera,Electronics,4,1393,West
Shoes,Fashion,4,762,West
Tablet,Fashion,5,1225,West
Speaker,Fashion,1,1384,East
Tablet,Fashion,4,1329,South
Shoes,Fashion,2,602,East
Watch,Fashion,1,1019,East
Headphones,Electronics,4,1298,East
Shirt,Electronics,3,1843,North
Speaker,Fashion,1,1292,North
Laptop,Fashion,5,483,East
Tablet,Electronics,2,350,South
Watch,Electronics,4,887,West
Watch,Electronics,1,1049,East
Laptop,Electronics,4,126,North
Jeans,Fashion,4,894,West
Shoes,Electronics,2,1769,North
Headphones,Fashion,4,1936,North
Speaker,Fashion,2,1350,East
Camera,Fashion,3,1531,North
Camera,Fashion,1,635,South
Laptop,Electronics,1,1247,South
Tablet,Fashion,2,126,West
Shirt,Fashion,3,1252,West
Shirt,Electronics,3,735,South
Jeans,Fashion,2,604,South
Tablet,Fashion,5,1156,South
Tablet,Electronics,4,991,East
Shoes,Fashion,3,672,South
Laptop,Fashion,3,939,South
Phone,Fashion,5,1570,North
Watch,Electronics,5,1979,South
Jeans,Electronics,1,758,West
Camera,Fashion,4,275,West
Jeans,Fashion,3,553,East
Speaker,Fashion,5,287,East
Speaker,Electronics,5,1704,South
Shirt,Electronics,2,385,West
Laptop,Electronics,5,1584,East
Jeans,Electronics,3,1119,South
Shirt,Electronics,1,1170,West
Shirt,Electronics,3,1025,North
Shoes,Electronics,5,1836,East
Laptop,Fashion,5,1755,East
Watch,Electronics,5,260,West
Laptop,Electronics,4,374,North
Laptop,Electronics,1,1294,South
Camera,Fashion,3,1790,East
Headphones,Fashion,4,784,West
Shoes,Fashion,1,1421,North
Phone,Fashion,4,1023,South
Camera,Fashion,1,270,West
Tablet,Electronics,4,207,North
Shoes,Electronics,2,1240,West
Phone,Electronics,3,1176,South
Tablet,Electronics,5,302,South
Headphones,Electronics,5,1326,South
Headphones,Electronics,5,1027,East
Tablet,Electronics,3,708,West
Shirt,Electronics,5,1964,East
Shirt,Fashion,4,589,South
Tablet,Electronics,3,472,East
Speaker,Electronics,3,223,West
Tablet,Fashion,5,178,South
Tablet,Electronics,3,1077,South
Jeans,Electronics,1,957,West
Watch,Electronics,4,1176,West
Shirt,Electronics,5,1507,South
Phone,Electronics,5,950,South
Laptop,Electronics,4,1448,West
Camera,Electronics,5,1468,East
Speaker,Electronics,5,1786,West
Camera,Fashion,1,1412,East
Shoes,Fashion,4,1710,East
Watch,Electronics,1,1357,West
Headphones,Fashion,5,947,West
Laptop,Fashion,3,1055,West
Watch,Electronics,4,1448,South
Shoes,Fashion,3,528,North
Phone,Fashion,5,1307,South
Jeans,Electronics,1,1798,South
Shirt,Fashion,5,1866,South
Phone,Electronics,3,1058,South
Tablet,Fashion,2,1313,North
Speaker,Electronics,1,375,South
Shoes,Fashion,2,1471,East
Phone,Electronics,4,870,South
Camera,Electronics,1,971,North
Headphones,Electronics,4,1827,West
Speaker,Electronics,1,947,North
Shoes,Electronics,5,109,East
Shirt,Electronics,1,1295,North
Camera,Electronics,2,1851,North
Camera,Electronics,1,1084,South
Shoes,Electronics,3,1908,West
Speaker,Electronics,2,703,West
Speaker,Fashion,5,1365,South
Phone,Electronics,1,210,West
Laptop,Fashion,3,1968,South
Jeans,Electronics,3,1807,South
Phone,Fashion,4,1728,West
Phone,Electronics,2,243,North
Jeans,Electronics,4,804,North
Phone,Electronics,2,1728,East
Watch,Electronics,3,650,South
Shoes,Fashion,4,537,North
Shoes,Electronics,5,1266,West
Phone,Fashion,5,715,East
Shoes,Fashion,3,1477,East
Camera,Electronics,3,1382,East
Laptop,Electronics,2,1829,East
Shirt,Electronics,4,1415,East
Shirt,Electronics,5,1913,South
Watch,Fashion,4,1521,East
Headphones,Fashion,3,1140,East
Phone,Electronics,5,676,South
Camera,Electronics,5,847,West
Shoes,Electronics,4,203,East
Shoes,Electronics,4,718,North
Headphones,Fashion,2,1363,South
Shirt,Fashion,4,957,South
Watch,Electronics,1,1853,West
Phone,Fashion,2,826,North
Camera,Fashion,4,1897,South
Phone,Fashion,5,683,North
Laptop,Electronics,3,639,South
Headphones,Fashion,3,144,North
Laptop,Electronics,5,131,North
Shoes,Fashion,4,1571,East
Tablet,Fashion,4,1441,North
Shirt,Electronics,4,451,East
Phone,Electronics,1,1012,South
Phone,Electronics,2,139,North
Headphones,Electronics,2,1405,North
Jeans,Electronics,2,1108,East
Camera,Electronics,5,911,East
Speaker,Fashion,1,523,South
Camera,Electronics,3,564,East
Shirt,Electronics,3,1440,South
Jeans,Fashion,3,1271,West
Jeans,Electronics,1,1131,South
Phone,Electronics,5,898,South
Camera,Electronics,5,1682,North
Headphones,Electronics,5,222,North
Shirt,Electronics,3,946,East
Shoes,Fashion,2,408,South
Phone,Fashion,5,1836,North
Jeans,Fashion,3,736,West
Laptop,Electronics,1,1455,North
Camera,Fashion,3,1326,East
Shirt,Electronics,3,692,East
Laptop,Electronics,3,1577,North
Shirt,Electronics,1,1416,North
Jeans,Fashion,4,1969,West
Speaker,Electronics,4,647,West
Tablet,Electronics,4,1761,West
Shoes,Electronics,5,589,East
Shirt,Electronics,1,1913,West
Shirt,Electronics,5,1378,South
Camera,Fashion,4,1826,West
Headphones,Fashion,1,513,North
Laptop,Electronics,5,168,West
Laptop,Fashion,5,940,East
Headphones,Fashion,4,1809,North
Laptop,Fashion,4,1757,North
Camera,Electronics,2,222,South
Speaker,Electronics,5,1777,East
Speaker,Electronics,1,1069,East
Phone,Fashion,2,1953,North
Tablet,Fashion,2,929,East
Phone,Fashion,4,1467,South
Laptop,Electronics,3,1458,North
Speaker,Fashion,1,715,East
Headphones,Fashion,4,199,North
Shirt,Fashion,1,1633,South
Laptop,Electronics,5,890,West
Shirt,Electronics,1,1576,East
Speaker,Fashion,1,959,South
Laptop,Fashion,2,1474,East
Shirt,Fashion,1,1133,South
Tablet,Fashion,2,343,South
Watch,Electronics,3,1361,West
Headphones,Electronics,5,1633,North
Jeans,Fashion,4,1291,North
Phone,Fashion,2,1911,West
Speaker,Fashion,1,1062,North
Speaker,Electronics,5,468,East
Headphones,Fashion,4,518,South
Phone,Electronics,4,1086,East
Headphones,Electronics,1,599,West
Tablet,Fashion,1,948,East
Laptop,Fashion,3,1947,South
Jeans,Electronics,5,907,North
Phone,Fashion,3,261,North
Shoes,Electronics,1,955,West
Tablet,Electronics,5,214,North
Laptop,Electronics,1,775,East
Shoes,Fashion,3,1306,South
Jeans,Fashion,3,1229,North
Tablet,Fashion,5,161,North
Laptop,Fashion,4,410,North
Speaker,Fashion,1,1777,East
Shirt,Electronics,3,683,South
Laptop,Electronics,1,718,South
Watch,Fashion,5,1169,West
Camera,Fashion,4,1709,East
Phone,Fashion,4,121,South
Headphones,Electronics,1,1727,East
Shirt,Fashion,4,1099,East
Phone,Electronics,1,1217,South
Jeans,Fashion,3,310,South
Camera,Fashion,5,1957,North
Camera,Electronics,2,1061,West
Jeans,Fashion,2,1550,East
Headphones,Electronics,3,1010,North
Shirt,Electronics,3,1398,South
Shoes,Fashion,4,1342,North
Shirt,Fashion,2,917,North
Phone,Fashion,2,395,North
Jeans,Fashion,1,1648,West
Headphones,Fashion,4,282,West
Phone,Electronics,4,1935,North
Shoes,Electronics,1,1291,North
Shoes,Electronics,4,510,North
Laptop,Electronics,4,1077,South
Phone,Electronics,2,104,South
Camera,Electronics,2,901,South
Shirt,Fashion,3,1525,East
Laptop,Fashion,4,942,West
Shoes,Fashion,5,1514,East
Tablet,Electronics,3,242,North
Camera,Electronics,2,899,South
Jeans,Electronics,4,1576,East
Watch,Electronics,5,802,East
Headphones,Electronics,4,1029,North
Shirt,Fashion,3,1836,North
Tablet,Fashion,5,458,East
Tablet,Electronics,1,156,South
Laptop,Electronics,2,150,West
Shoes,Electronics,2,357,East
Laptop,Electronics,5,574,West
Headphones,Fashion,3,1433,South
Shoes,Fashion,1,1007,East
Phone,Fashion,2,156,South
Headphones,Fashion,1,319,North
Speaker,Electronics,2,1844,North
Camera,Fashion,3,1386,South
Phone,Electronics,3,1833,East
Phone,Electronics,3,1626,West
Shoes,Electronics,1,869,East
Speaker,Electronics,1,1027,West
Laptop,Fashion,2,1164,South
Shirt,Fashion,1,1305,East
Watch,Electronics,3,1520,East
Watch,Electronics,1,653,North
Shirt,Electronics,2,368,East
Watch,Fashion,2,550,East
Watch,Electronics,2,1425,North
Jeans,Fashion,2,288,East
Tablet,Electronics,2,1517,West
Phone,Electronics,2,721,West
Laptop,Fashion,3,1391,South
Headphones,Fashion,4,1595,West
Headphones,Fashion,3,1169,West
Shoes,Electronics,4,1257,North
Laptop,Electronics,4,1325,South
Phone,Electronics,1,1590,East
Tablet,Fashion,1,1125,East
Tablet,Fashion,5,1066,West
Speaker,Fashion,2,1299,East
Tablet,Fashion,1,908,West
Laptop,Electronics,4,105,East
Shirt,Fashion,1,1080,North
Shoes,Electronics,1,1170,East
Tablet,Fashion,5,753,South
Camera,Electronics,1,698,West
Jeans,Fashion,1,508,East
Phone,Fashion,4,1501,East
Speaker,Fashion,5,1209,West
Shirt,Fashion,5,1177,North
Shoes,Electronics,5,434,West
Jeans,Fashion,4,153,East
Headphones,Electronics,1,426,West
Laptop,Electronics,1,1735,West
Speaker,Fashion,2,667,East
Shoes,Electronics,5,1591,East
Speaker,Fashion,4,359,North
Camera,Electronics,2,1723,North
Phone,Electronics,3,975,North
Camera,Fashion,2,159,East
Watch,Electronics,5,1315,North
Shirt,Electronics,1,1792,East
Shirt,Electronics,2,1160,North
Camera,Electronics,3,628,North
Watch,Fashion,2,766,West
Laptop,Fashion,1,743,North
Speaker,Electronics,4,1781,South
Watch,Fashion,3,1673,South
Tablet,Fashion,1,381,North
Camera,Electronics,1,491,East
Phone,Fashion,2,195,North
Laptop,Electronics,1,1193,East
Watch,Fashion,1,1279,North
Headphones,Fashion,3,912,South
Phone,Fashion,4,1025,South
Shoes,Electronics,5,1458,South
Shirt,Fashion,3,1238,East
Tablet,Electronics,2,1127,West
Tablet,Electronics,1,1800,North
Phone,Fashion,3,484,West
Camera,Fashion,3,394,West
Shoes,Fashion,3,492,South
Shirt,Electronics,4,961,South
Watch,Electronics,2,1155,East
Shoes,Electronics,3,997,South
Shoes,Fashion,4,1935,South
Speaker,Fashion,4,1752,West
Shirt,Electronics,4,1229,South
Watch,Fashion,2,1162,North
Jeans,Electronics,5,216,West
Shirt,Electronics,1,435,South
Shirt,Electronics,2,888,South
Shirt,Fashion,5,1086,North
Headphones,Fashion,5,1784,South
Jeans,Electronics,1,695,South
Jeans,Fashion,5,1222,West
Tablet,Electronics,1,1615,East
Camera,Electronics,3,385,West
Jeans,Electronics,5,1450,East
Camera,Electronics,3,160,North
Laptop,Fashion,3,906,West
Phone,Electronics,1,559,East
Shoes,Fashion,5,1665,North
Headphones,Electronics,3,643,North
Headphones,Fashion,1,980,West
Watch,Fashion,4,641,West
Speaker,Electronics,1,1642,South
Shirt,Fashion,2,489,East
Jeans,Electronics,4,584,East
Camera,Electronics,4,1661,East
Shirt,Fashion,2,1284,East
Watch,Electronics,2,1924,East
Phone,Fashion,1,669,South
Jeans,Electronics,1,1006,South
Jeans,Electronics,4,1884,North
Headphones,Electronics,1,767,South
Headphones,Fashion,2,323,East
Jeans,Fashion,1,648,West
Phone,Fashion,2,1124,East
Shirt,Electronics,5,945,North
Laptop,Electronics,1,1778,South
Headphones,Electronics,4,855,South
Tablet,Electronics,2,1832,North
Tablet,Fashion,3,1871,South
Phone,Fashion,3,1510,West
Headphones,Electronics,2,1394,South
Jeans,Electronics,1,1147,West
Phone,Electronics,2,369,North
Watch,Electronics,3,1858,East
Watch,Electronics,2,1109,East
Shoes,Fashion,1,1009,West
Shirt,Electronics,1,349,North
Tablet,Fashion,2,102,East
Tablet,Fashion,2,1110,North
Headphones,Electronics,3,1816,East
Laptop,Fashion,5,718,North
Shirt,Electronics,5,1975,West
Watch,Electronics,1,1765,South
Phone,Electronics,1,866,South
Speaker,Fashion,3,268,North
Shoes,Fashion,4,661,North
Watch,Fashion,3,273,West
Jeans,Fashion,4,611,West
Shoes,Electronics,2,803,South
Headphones,Fashion,5,1810,North
Shoes,Fashion,1,278,South
Phone,Fashion,2,647,West
Phone,Fashion,3,1154,North
Tablet,Fashion,4,728,East
Tablet,Fashion,3,1093,South
Phone,Fashion,1,528,East
Shoes,Fashion,5,1011,North
Camera,Electronics,3,397,East
Shirt,Electronics,2,1630,South
Headphones,Fashion,5,348,South
Phone,Electronics,4,655,South
Phone,Fashion,3,558,South
Headphones,Electronics,4,1311,North
Shoes,Electronics,5,123,South
Headphones,Electronics,3,491,West
Jeans,Fashion,5,537,West
Laptop,Fashion,3,1783,South
Headphones,Fashion,3,1075,South
Shirt,Electronics,4,434,North
Speaker,Electronics,5,1783,North
Tablet,Electronics,5,350,West
Watch,Electronics,2,1714,South
Shoes,Fashion,1,1495,East
Shirt,Electronics,2,1274,South
Speaker,Fashion,4,1865,North
Phone,Electronics,1,692,North
Tablet,Fashion,4,1636,South
Phone,Electronics,4,1278,East
Headphones,Electronics,2,1242,West
Watch,Electronics,2,483,East
Speaker,Electronics,5,1394,North
Speaker,Fashion,3,1047,North
Watch,Fashion,2,938,North
Phone,Fashion,3,1292,North
Tablet,Fashion,3,1023,East
Jeans,Fashion,2,1751,North
Jeans,Electronics,3,1054,West
Tablet,Fashion,2,1731,West
Watch,Electronics,2,1753,North
Shirt,Fashion,2,235,North
Shirt,Fashion,2,286,North
Phone,Fashion,2,1980,North
Jeans,Electronics,3,1355,East
Shoes,Electronics,1,1824,West
Shirt,Fashion,2,490,South
Shoes,Fashion,5,669,West
Phone,Electronics,1,1409,South
Watch,Fashion,4,1394,East
Camera,Electronics,4,252,West
Camera,Fashion,5,402,East
Phone,Electronics,3,1283,North
Watch,Electronics,1,1869,West
Laptop,Fashion,5,1861,West
Watch,Electronics,2,1784,East
Watch,Electronics,4,1375,North
Watch,Electronics,3,1802,East
Tablet,Electronics,4,143,West
Jeans,Fashion,3,1292,North
Camera,Electronics,3,1442,West
Headphones,Fashion,4,1579,West
Tablet,Electronics,2,110,East
Phone,Fashion,4,1014,North
Speaker,Electronics,4,704,North
Headphones,Fashion,3,159,North
Phone,Fashion,2,1459,West
Watch,Electronics,3,1123,North
Camera,Fashion,1,1578,South
Camera,Fashion,5,1784,West
Camera,Electronics,5,555,East
Shirt,Fashion,4,1041,North
Headphones,Fashion,3,1465,West
Phone,Fashion,3,164,North
Laptop,Fashion,5,311,South
Tablet,Fashion,1,918,East
Phone,Fashion,5,1747,East
Shirt,Fashion,3,355,West
Shoes,Fashion,2,877,East
Jeans,Fashion,1,706,East
Camera,Fashion,1,352,West
Headphones,Fashion,4,1876,South
Phone,Fashion,4,275,West
Shoes,Electronics,2,828,East
Speaker,Fashion,4,1398,North
Shoes,Fashion,5,453,East
Shoes,Electronics,4,505,East
Camera,Electronics,3,119,West
Shirt,Fashion,2,1054,West
Laptop,Electronics,2,978,North
Speaker,Electronics,1,1604,East
Laptop,Fashion,1,1898,West
Headphones,Fashion,3,673,East
Tablet,Fashion,4,1864,North
Tablet,Fashion,3,183,North
Tablet,Fashion,3,1917,West
Shirt,Electronics,5,1591,East
Speaker,Electronics,3,1106,West
Shoes,Fashion,2,1102,East
Camera,Electronics,4,1248,North
Laptop,Electronics,4,1007,West
Watch,Electronics,4,1228,West
Phone,Electronics,5,850,West
Tablet,Electronics,2,813,West
Speaker,Fashion,4,1888,East
Headphones,Electronics,2,626,South
Shoes,Electronics,3,1382,West
Watch,Fashion,2,1557,West
Headphones,Electronics,4,1382,West
Jeans,Electronics,5,469,South
Shirt,Fashion,2,1390,South
Phone,Electronics,1,249,South
Watch,Fashion,5,1923,North
Laptop,Fashion,4,142,West
Jeans,Fashion,5,643,South
Shoes,Electronics,3,1759,East
Speaker,Electronics,4,1369,South
Camera,Fashion,2,960,South
Shoes,Electronics,3,322,North
Watch,Fashion,3,1255,South
Shirt,Electronics,2,1340,South
Phone,Electronics,1,830,South
Watch,Fashion,1,428,West
Phone,Fashion,5,802,North
Tablet,Fashion,4,1431,West
Tablet,Electronics,4,613,South
Laptop,Fashion,4,806,East
Laptop,Fashion,5,1516,West
Jeans,Fashion,4,1015,East
Laptop,Electronics,1,225,North
Jeans,Electronics,2,713,West
Tablet,Electronics,2,1852,East
Tablet,Fashion,3,384,South
Watch,Fashion,3,985,East
Tablet,Electronics,5,779,North
Laptop,Fashion,1,946,East
Watch,Electronics,2,1921,East
Tablet,Electronics,3,736,West
Jeans,Fashion,2,807,East
Shirt,Electronics,3,1940,West
Speaker,Fashion,3,193,North
Jeans,Electronics,5,586,East
Headphones,Electronics,5,1886,South
Jeans,Electronics,4,685,East
Speaker,Fashion,2,638,West
Laptop,Fashion,5,1770,North
Phone,Fashion,1,330,South
Phone,Electronics,3,537,North
Camera,Electronics,2,226,West
Tablet,Electronics,1,669,North
Phone,Fashion,5,1016,West
Laptop,Electronics,4,476,North
Headphones,Electronics,3,1429,South
Tablet,Electronics,1,809,West
Phone,Electronics,5,1505,West
Headphones,Fashion,1,1087,North
Speaker,Electronics,4,1055,West
Camera,Electronics,4,1259,East
Shoes,Fashion,5,1755,West
Jeans,Electronics,4,309,North
Jeans,Fashion,1,776,North
Speaker,Fashion,2,1018,East
Speaker,Electronics,4,1309,East
Shoes,Fashion,4,1747,South
Speaker,Fashion,1,1001,South
Camera,Electronics,2,1022,South
Phone,Fashion,5,290,North
Shoes,Fashion,3,1302,East
Shirt,Electronics,4,1092,North
Camera,Fashion,3,351,West
Shoes,Electronics,2,108,East
Shoes,Electronics,2,1869,South
Laptop,Electronics,5,160,West
Tablet,Fashion,1,110,North
Shoes,Electronics,5,993,East
Shirt,Fashion,4,1393,North
Jeans,Fashion,2,948,South
Shoes,Fashion,3,246,North
Headphones,Fashion,4,860,East
Headphones,Electronics,1,1211,South
Speaker,Fashion,2,1785,West
Tablet,Fashion,1,1803,East
Headphones,Fashion,1,1918,West
Camera,Electronics,1,140,East
Shirt,Fashion,3,234,South
Speaker,Electronics,3,1863,East
Shirt,Electronics,1,550,West
Headphones,Electronics,3,1105,East
Jeans,Electronics,5,441,West
Watch,Fashion,2,1989,West
Laptop,Electronics,5,1299,East
Headphones,Fashion,3,246,South
Tablet,Electronics,5,1549,South
Shoes,Fashion,1,342,East
Headphones,Fashion,2,437,North
Laptop,Fashion,4,1977,South
Laptop,Electronics,3,604,West
Watch,Electronics,5,1738,East
Laptop,Fashion,5,1584,East
Camera,Electronics,2,376,East
Phone,Fashion,5,1900,West
Camera,Fashion,1,738,South
Speaker,Electronics,3,1441,North
Phone,Electronics,3,427,South
Speaker,Fashion,5,1340,South
Headphones,Electronics,2,1860,East
Tablet,Fashion,1,377,South
Headphones,Fashion,2,1534,North
Shirt,Fashion,2,741,South
Watch,Fashion,5,1214,North
Phone,Electronics,4,678,South
Tablet,Electronics,4,1502,West
Camera,Fashion,2,1117,North
Headphones,Fashion,5,1057,West
Jeans,Fashion,5,1320,West
Phone,Fashion,1,1094,North
Camera,Fashion,4,1392,North
Headphones,Electronics,1,287,South
Watch,Electronics,3,1387,North
Tablet,Fashion,5,1009,South
Shoes,Electronics,5,1600,North
Laptop,Electronics,5,1459,East
Speaker,Fashion,3,1638,East
Jeans,Electronics,5,153,North
Jeans,Electronics,1,1082,North
Speaker,Electronics,5,1024,South
Laptop,Electronics,4,444,East
Jeans,Electronics,4,693,East
Headphones,Electronics,2,747,North
Shirt,Fashion,1,1014,East
Phone,Electronics,2,898,South
Jeans,Electronics,1,1806,South
Tablet,Electronics,2,1318,North
Shirt,Electronics,2,759,East
Camera,Electronics,1,634,West
Shoes,Fashion,2,1973,North
Tablet,Fashion,5,475,North
Jeans,Fashion,3,1112,North
Camera,Fashion,5,1649,East
Phone,Electronics,3,965,South
Camera,Fashion,3,354,East
Camera,Fashion,2,713,North
Jeans,Fashion,3,1546,South
Tablet,Electronics,1,947,East
Laptop,Electronics,5,150,West
Shoes,Electronics,2,1090,South
Jeans,Electronics,2,148,West
Laptop,Fashion,1,1783,East
Headphones,Electronics,4,1528,West
Tablet,Fashion,1,1323,South
Phone,Electronics,4,1391,South
Speaker,Fashion,2,1263,East
Phone,Electronics,3,617,East
Phone,Electronics,4,126,East
Jeans,Electronics,5,1696,North
Watch,Fashion,3,167,North
Headphones,Fashion,5,465,West
Camera,Fashion,2,1267,East
Jeans,Electronics,5,553,East
Headphones,Fashion,4,577,East
Headphones,Electronics,1,752,West
Shoes,Fashion,3,1675,West
Shoes,Electronics,3,473,East
Headphones,Electronics,2,1507,North
Laptop,Electronics,3,931,South
Shoes,Electronics,1,1001,East
Speaker,Fashion,2,447,South
Jeans,Electronics,2,1874,North
Jeans,Electronics,5,1854,South
Speaker,Electronics,5,1587,East
Watch,Electronics,3,1341,North
Laptop,Electronics,5,1822,North
Shoes,Electronics,1,498,West
Camera,Electronics,1,1867,West
Shoes,Electronics,1,327,East
Headphones,Fashion,4,343,North
Camera,Fashion,3,256,East
Shirt,Electronics,2,305,South
Camera,Fashion,5,1276,East
Shirt,Fashion,4,694,West
Watch,Electronics,3,512,South
Shirt,Fashion,3,1908,North
Shirt,Fashion,1,1285,South
Headphones,Fashion,3,1221,West
Laptop,Fashion,3,699,West
Headphones,Electronics,5,314,South
Phone,Electronics,1,788,East
Phone,Electronics,1,423,North
Watch,Fashion,5,1076,North
Camera,Fashion,2,1637,South
Shoes,Electronics,5,1512,East
Shirt,Fashion,1,715,South
Watch,Electronics,2,656,East
Headphones,Electronics,4,251,West
Watch,Fashion,2,1249,South
Laptop,Electronics,5,819,West
Jeans,Fashion,5,351,North
Camera,Electronics,5,1949,West
Watch,Electronics,4,1626,West
Tablet,Fashion,5,1360,West
Watch,Fashion,1,1711,West
Shoes,Electronics,4,1983,North
Watch,Fashion,3,1294,East
Jeans,Fashion,2,1056,West
Speaker,Fashion,5,711,West
Headphones,Electronics,1,644,South
Speaker,Electronics,4,1301,North
Shirt,Fashion,1,207,East
Jeans,Electronics,2,1976,North
Tablet,Electronics,5,799,South
Watch,Fashion,5,1523,West
Watch,Electronics,5,866,North
Camera,Electronics,3,1601,North
Jeans,Fashion,5,1946,South
Shoes,Fashion,5,1668,South
Watch,Fashion,2,416,North
Phone,Electronics,3,1307,West
Shoes,Electronics,2,120,South
Shoes,Fashion,4,268,East
Tablet,Fashion,3,594,South
Tablet,Electronics,2,1036,West
Speaker,Fashion,1,138,West
Watch,Fashion,3,1258,East
Jeans,Electronics,3,1292,South
Speaker,Fashion,4,154,East
Shoes,Fashion,3,1331,South
Shoes,Fashion,4,1683,West
Phone,Fashion,2,1711,East
Camera,Electronics,5,1193,South
Headphones,Fashion,1,1266,South
Laptop,Electronics,3,382,West
Jeans,Electronics,1,1974,South
Jeans,Fashion,4,715,South
Speaker,Electronics,1,253,West
Tablet,Fashion,5,941,East
Tablet,Fashion,3,258,West
Tablet,Electronics,5,1289,West
Shirt,Electronics,5,117,West
Jeans,Electronics,3,1366,North
Headphones,Electronics,5,1728,East
Shoes,Electronics,4,446,West
Camera,Fashion,3,190,East
Jeans,Fashion,4,1903,East
Laptop,Electronics,3,904,East
